IDX,Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Prediction
69,3.4483107308,3.2807631802,3.4657502369,3.0940213386,2.3554683135,3.3516261328,3.0601203933,2.9983227478,3.3270802551,3.1471810634,2.8967499676,3,3,4,4,2,3.2232138958,3,3.2557187584,2.8253793207,2.7430813933,3.7320557328,2.8456326291,2.9225802223,2.7105744219,3.4657502369,3.4657502369,4,4,3,2,4,2.6293545076,3,3.4462980182,3.4335811152,3.3663265592,3.3323505402,3,3.5245535192,4,4,3.2389258543,4,4,101.342996845
70,3.992158069,3.8800337304,3.7040309026,3.7294364767,3.5448937973,3.9234633376,3.5711469288,3.7302247298,3.917105026,3.7886890664,3.7583240288,3.7752266633,3.5217036166,4.059325339,3,3.5337461134,3.6644847696,0,3.819379774,3.6423796192,3.5887257774,3.9874796704,3.6741442058,3.4731710539,3.4973780698,3.7040309026,3.7040309026,3.8488801091,4.067515769,3.7096659111,3.7345039252,3.6773352759,3.6644964502,3.8455089661,3.7663535464,3.8039677379,3.7236224006,3.7441397657,3.8558936035,4.0095747587,3.8374928245,3.7313980288,3.6013952794,3.5473021781,4.0046069955,105.914146341
71,5.1712484636,5.1254542233,4.3240884573,4.9037504692,4.6913322212,5.0711876129,5,4.9575147091,5.1204939934,4.999001728,4.9089236642,4.9395834351,4.4598836993,5,1,4.9445887317,4.7513034453,1,5,5,5,5,4.9948416326,5,5,4.3240884573,4.3240884573,5,4.9826480113,4.7934157469,5.1265757688,5,4.8573672197,5,4.8021583268,4.8832657222,4.7714040903,4.8522604375,5,5.0990101715,5.030729151,4.9000818914,4.7756732836,5,5,112.75263919
72,5,4,3.6178728254,3.9267448237,3,5,4,4,5,4,4,4,2,5,1,3,3,1,5,4,3,4,4.1014871076,4,4,3.6178728254,3.6178728254,5,4,3,4,3.786576657,4,4,4,4.2183499855,4,4,5,5,4,3.9651543189,4,3,5,110.823339587
73,5,5,4.2002763839,4.8599253214,5,5,5,5,5,5,5,5,5,5,1,5,4.5818713401,1,5,5,5,5,4.8699579528,5,5,4.2002763839,4.2002763839,5,5,5,5,5,5,5,4.6490751109,4.6977303094,4.6011536192,4.6815511923,5,5,5,5,5,5,5,107.480709329
74,5,4.3409548725,4.0794743554,5,4.8339107779,4.3210286676,4,4.2061951426,4.3958539461,4.3054404778,5,5,5,5,3,4,3.6956842816,1,5,4,4,4,4.1927718133,4,4,4.0794743554,4.0794743554,5,5,5,5,5,4.8204999861,5,2,3.8332117314,3.783759039,3.8355891294,5,5,5,5,4,4,5,112.276359223
75,3.6391522252,3.6016369097,3.1791978907,3.4172710695,3.5373072599,3.5839881686,3.44806418,3.423748379,3.6149689034,3.4969000711,3.7507274424,4,3,4.0293708716,1,4,3,0,3.6803297038,3.8229511293,3.7687972924,3.8732106008,3.8868725497,3.4427641623,3.4592361438,3.1791978907,3.1791978907,4,4,4,4,2,3.6804005984,4,4,3.4365508942,3,3,4,3.7006857577,4,3.6364513097,3.2624995957,3,4,107.480709329
76,5,4.8789075208,4.029379015,5,4.1421601641,4.7951816242,4.2568715487,4.6419137941,4.8853733163,4.754334066,4.4917579414,5,5,5,1,4,4.4380701969,1,4.6629025176,4.1593272943,4.2120886421,4.5590275138,4.2244675942,4.0725560101,4.084531125,4.029379015,4.029379015,5,5,4,5,4,4.3485738071,5,4.5602549372,4.5808290284,4.499116859,4.53605902,5,5,5,4.6005682405,5,4,5,113.202027972
77,4.4237747347,4.3695464135,3.7793255815,4.1566161778,4.0702108727,4.3063630835,4.0985046703,4.1271842403,4.3757328642,4.247129743,4.4047347577,4.3454332145,3.9515320713,4.9030211151,1,4.3152133678,3.9769749682,0,4.4158950903,4.3523775452,4.3359489224,4.5552131504,4.4229036364,4.0632628114,4.0170217624,3.7793255815,3.7793255815,4.844727389,4.5880208482,4.3264797155,4.5109964519,3.9969778018,4.2728553235,5,4.1456763447,4.1443351728,4.0521211858,4.1244625538,4.9644382448,4.4511384383,4.5212207008,4.3841645877,4.2570027867,4.1126560319,4.8930113143,112.75263919
78,5,5,3.6100732909,4.0640207285,4,5,3.5946581866,5,5,5,4,3,4,5,1,4,3,1,3,3.7576497086,3.7949049859,3.9583442229,3.7828868902,3.4885889984,3.6179973416,3.6100732909,3.6100732909,4,4,4,4,4,4,5,2,3.768649205,3,3,5,5,4,5,5,4,5,112.75263919
79,4,5,3.7913660849,5,3,4,4,4,5,5,4,3,5,5,1,4,4,1,4,4,4,4,3.5140812527,3,4,3.7913660849,3.7913660849,5,4,4,5,4,4,4,4,4.1356779184,4,4,5,4,4,4,3,4,5,112.75263919
80,5,5,4.0670702066,3,4,5,4.0695937309,5,5,5,4,5,5,5,1,4,4.126601128,1,5,4.1913768101,4.2171841223,4.3635205618,4.2146934913,3.8675532942,4.0945274445,4.0670702066,4.0670702066,5,5,4,4,4,5,5,5,4.2780127162,4,5,5,5,3,5,5,5,5,107.480709329
81,3.0869433163,2.9479466737,3.0428705038,2.7417114603,1.5923989887,3.0252287057,2.8622866742,2.6410198724,2.9785895873,2.7857600301,2.2150487224,2,3,4,1,3,3.115888664,1,2.8099981315,2.4958969866,2.3957701282,3.4372449639,2.5510318355,2.6667896342,2.4103046945,3.0428705038,3.0428705038,4,2,2.5767094369,2,3.1416730725,1.9490765152,2,3.2632589913,3.3185556616,3.2368860324,3.1937216717,5,3.1148208522,2,2.6355598919,2.5275532295,3,4,110.823339587
82,4,4.3417452649,4.0467900863,4.1161544469,3.306130329,4.3153881836,4.149685839,3.9863821262,4.3578470403,4.1850288727,3.9332145633,4,3.6590338805,5,1,4,4.2210817096,1,4.3292339126,3.9963498307,3.9543525272,4.7582996524,4.0683930512,4.0466836941,3.7677735983,4.0467900863,4.0467900863,5,5,4,5,5,3.6580757474,5,4.4437577159,4.4290483126,4.3537730703,4.3549899442,5,4,3,5,4.2511830785,5,5,110.971514196
83,4.1575895095,4.0687762737,3.9516924384,3.8972558413,3.9395637207,4.0992611395,4,3.893699695,4.1013382803,3.9691332478,4.1862952045,4,3.8709586214,5,3,4,3.7822204501,1,4.1493126208,4,4,5,4.1522906187,4,4,3.9516924384,3.9516924384,4,5,4,5,4,4.0728995964,4,3.943917468,3.9497048736,3.8625879097,3.9089578031,5,4.2504862205,4,4,3.8910833491,3,4,111.729075
84,5,4,3.8813721038,4,4,5,3,4,5,5,4,4,5,5,1,4,3.8907672654,1,3,4,5,5,4.245644742,5,3,3.8813721038,3.8813721038,5,5,4,5,4,4,5,4.0987227377,4.0849142478,3.9862654844,4.0581031475,5,4,5,5,5,4,5,110.971514196
85,5,5,4.3243911903,4.9076985284,4.6909170861,5,5,5,5,5,4.8385704352,4.8488027387,4.0766251146,5,1,5,4.8348961582,1,5,5,5,5,4.9513915126,5,5,4.3243911903,4.3243911903,5,5,5,5,5,4.8187770902,5,4.8408161379,4.9237788173,4.8367063884,4.8874372588,5,5,5,5,4.490995087,4,5,112.75263919
86,5,4.4175424353,3.9843515578,4.213877574,2,5,4.1601461701,5,5,5,4,5,4.5707949974,5,1,5,3,1,5,4.8105456343,4.7668051015,4.5988008996,4.8420157976,4.1764615068,4.374389705,3.9843515578,3.9843515578,5,5,5,5,4,2,5,4,3.9765670828,3,3,5,5,5,5,4.345073492,5,5,107.480709329
87,3.8637581133,3.7960077188,3.5012697553,3.6282476831,4,3.8031301975,3.5919963737,3.6269000528,3.820773364,3.6993978422,3,4,3,4,2,4,4,1,3.8473376611,3.8695403638,3.8128928369,4.0377480548,3.9183180101,3.5658704942,3.5754371296,3.5012697553,3.5012697553,4,5,4,4,4,4,4,3,3.6584171117,4,3,4,3.9215679289,4,3.7921393164,3.509802048,3,4,114.904259259
88,3.982836074,3.8732950593,3.6003133678,3.7369074789,3.4965372204,3.8475386056,3.6199648528,3.5971304077,3.9120845865,3.7862649811,3.8851390275,3.8085313338,3.4741563801,4.6065157592,3,3.615980201,3.6414637376,0,3.9791676746,3.6816935073,3.65013587,4.2061524471,3.7392383562,3.6466461594,3.4163768294,3.6003133678,3.6003133678,4.4258367872,4.2748845283,3.8834936938,3.8677812161,3.8047962567,3.6957518267,3.9843195567,3.8527281743,3.7972911439,3.7496516299,3.7557987223,4.6273933469,4.0333869952,4.0029295085,3.9210769636,3.820661704,3.7105304876,4.5411664406,111.729075
89,4.4674693454,4.3831453989,3.832231842,4.296398363,4.9980718309,4.3707643239,3,4.3679447152,4.4251807686,4.365794197,4.8270619299,5,5,4,1,5,3.7950452216,1,4.3891378255,4,4,3,4.3124812407,3,4,3.832231842,3.832231842,5,5,5,5,3,4.8963617232,5,3.8504765379,3.862254466,3.7917436184,3.869239454,5,4.4491499767,5,4,4.2448937647,5,4,112.75263919
90,4.2535780343,4.1693671568,3.4375841838,3.9882089991,3.6475181099,4.1019351695,3.7271040398,3.9428795073,4.1814624405,4.0627190324,3.9495471684,3.9250500431,3.5953393378,4.391935787,1,3.8602082992,3.8259994901,0,4.0613183691,3.7650927984,3.7839601593,4.0607860703,3.8402687526,3.6322998838,3.5939242059,3.4375841838,3.4375841838,4.3355110722,4.1310989111,3.8798478516,4.1256290032,3.6223212313,3.833571443,4.1461436471,3.9369794099,3.9557428436,3.8794104252,3.9195213791,4.3684475814,4.1813852278,4.0705013544,3.9952594123,4.0027554015,3.6979764492,4.387934868,98.7850930851
91,5,5,4.2133808376,4.8188687997,4.760547082,5,5,5,5,5,4.8791181299,5,4.1410750744,5,3,5,4.6664148787,1,4,5,5,5,4.8980435277,5,5,4.2133808376,4.2133808376,5,5,5,5,4,4.8638195315,5,5,4.754043757,4.6722828089,4.7301676426,5,5,5,5,4.4870633399,5,5,111.729075
92,5,4.1253218996,3.4845159697,4,3.5693303019,4.0865634113,2,3.939080836,4.1573995871,4.0453627299,4,4,3.805387132,4,2,4,3.7722499113,1,3.9226846204,3,4,4,3.403752398,2,2,3.4845159697,3.4845159697,4,4,2,5,4,3.6960815768,4,4,3.879158956,3.822559854,3.8261155731,4,4,4,5,4.0701984754,3.5449420345,4,99.048
93,4,5,3.9167406389,4,5,4,4,4,5,5,5,4,5,5,1,4,4,1,4,4,4,4,4.0863237495,5,4,3.9167406389,3.9167406389,5,5,4,4,4,5,5,5,4.0744567206,4,4,5,4,4,4.4348341415,5,4,5,107.134204355
94,4.6320451246,4.5523140231,4.091027681,4.4397977899,4.5229901982,4.5290760765,4.2283387945,4.3873110412,4.5866629788,4.4920820198,4.6702117534,4,4.0909417812,5,3,5,4.2449551801,1,4.5883986541,4.4567793008,4.437471344,4.6143636719,4.5154092784,4.2476387136,4.2147188578,4.091027681,4.091027681,5,5,4,5,4,4.6088595464,5,4.352218086,4.3506235995,4.2895938366,4.3274320909,5,4.633869326,5,4.5341293732,4.2881513769,4,5,111.729075
95,3,2.843121736,3.2778899243,2,2.7362868251,3.0130984371,2.9981099053,2.7647430218,2.898390519,2.7684075237,2.8522535257,3,2,3,5,3,2.9979036363,4,2.9138928388,3.2382846624,3.0583335216,3.4772786336,3.2649267493,2.9834855688,2.9841171623,3.2778899243,3.2778899243,3,3,3,3,3,2.8191473772,2,3.0327223746,3.1289297966,3.0383464755,3.047508224,3,3,3,2.7690448165,2,2,3,98.7850930851
96,4.0275787192,3.9417877799,3.7478690534,3.833958663,4,3.9906262543,3.6935596681,3.8458219964,3.9836419549,3.8816040953,4,4,4,4,3,4,3.7336225206,1,3.9360035949,3.9305221786,3.8670388973,4.0515270221,3.9679493575,3.6666801263,3.7331576464,3.7478690534,3.7478690534,4,4,4,4,3,4,4,3.791629077,3.8385400985,3.7622147367,3.7961582684,4,4.0555878306,4,3.8538850876,3.4903481482,3,4,111.729075
97,3.5867761728,3.4727475437,3.6274719796,3.4121742653,3.5594182393,3.6053642405,3.2689969771,3.4509152443,3.5367238344,3.4368544815,3.5201612749,4,3.0135593569,3,5,3,3.4048737132,4,3.4363265313,3.4534813471,3.3480655718,3.6153215391,3.4639298433,3.2249007135,3.3438931819,3.6274719796,3.6274719796,3,3,4,4,3,3.5376922093,3,3.4152593197,3.4913702907,3.4201959688,3.425315146,3,3.6354045468,4,3.3181800155,2.8483757006,3,3,107.134204355
98,3.6771145746,3.5711134708,3.8312312593,3.5095821635,3.9752188053,3.6661133748,3.4703769115,3.4721449905,3.6406222176,3.5410210987,4.030260566,3.8071747651,3.4993886234,4.1279321933,5,3.7094229778,3.3742167327,0,3.7972497859,3.851154624,3.7392717263,4.0549390801,3.8579204711,3.5723522859,3.542880914,3.8312312593,3.8312312593,3.9140638516,4.159350947,3.8434305551,3.8038089784,3.6259578884,3.9764929638,3.8972752263,3.5250467005,3.4997836951,3.4453318097,3.465082002,3.9683741179,3.8398578616,3.9195645757,3.7453821699,3.2794777836,3.5773692983,4.0373400186,107.134204355
99,3.9831698795,3.8360290753,3.7005720324,3.7906573112,3.430199484,3.8305538991,3.5672192711,3.5522295721,3.9022829362,3.7952191621,3.7984059436,3.6847297887,3.2547303702,4.5897102702,5,3.4468308547,3.7647394222,0,3.9523571228,3.4621321038,3.4316469472,4.1740683417,3.5213618628,3.6568937687,3.2838511657,3.7005720324,3.7005720324,4.3663440523,4.2568768987,3.8156332874,3.7319111652,3.8163322885,3.5995841793,3.884157081,3.9651235044,3.8792756,3.8756654531,3.8235036077,4.5765795975,4.0105085286,3.8927765578,3.8607386248,3.7091742643,3.6635147345,4.4906395753,101.342996845
100,4.1724861339,4.0808578894,3.9613528793,4.0522168251,4.1588209084,4.1098340638,3.9423249342,3.9163041427,4.1422718327,4.0597484147,4.2841104946,4,3,4,5,4,4.0056489154,1,5,4.1457831119,4.0793904143,4.4172950946,4.2044705408,4.0671012111,3.8845940152,3.9613528793,3.9613528793,5,4,4,5,4,4.2202011506,4,5,4.0873842603,4.0578409167,4.0516843926,5,4.2281113717,4,4.1387924576,3.6085974367,4,4,101.342996845
101,2,3.2161642087,3.61062285,3,2.7117038239,3.3133023979,4,2.9439727873,3.2644450804,3.1034367983,5,4,2.3904759295,3,5,2,3.3578828192,2,4,4,4,4,3.5794417966,4,3,3.61062285,3.61062285,4,5,3,3,3,2.9700084265,3,4,3.5543108361,3.4856479264,3.4743918108,4,4,3,3.3123208702,2.7324633116,3,4,101.342996845
102,4,4,3.7396522901,4,4,4,5,4,4,4,4,4,3.6957038855,5,1,4,3.9044323113,1,4.2145454091,4,4,4,4.2762483934,4,4,3.7396522901,3.7396522901,5,4,4,4,4,4,5,4.0567115134,4.0891991179,3.9808392702,4.0513959747,5,5,4,4,4.0051415076,3,5,107.480709329
103,5,4,4.050745714,4,5,5,4.218306863,4,4,5,5,3,4.2362467218,5,1,5,4.0293132688,1,4,4.6960846816,4.6528068294,4.6410521838,4.7431593298,4.2582794951,4.3297615988,4.050745714,4.050745714,5,5,5,5,4,5,5,4.1567368958,4.1604938652,4.0731446254,4.1572141781,5,5,5,5,4.2251161246,4,5,107.134204355
104,5,5,3.8512898854,4.4604978637,3,4,4.0696432521,4,5,5,4,4,4.1783944476,5,1,4,4,1,5,3.7554391346,3.8137000913,4.4133967846,3.8301363054,3.834477509,3.7385181083,3.8512898854,3.8512898854,5,4,4,4,4,4,5,5,4.5154112603,5,4,5,5,4,5,4.761445258,4,5,107.480709329
105,5,4,3.3033790085,3.6712750267,2.673455878,4,3.3440979809,4,4,4,3.2200709086,3,4,4,1,3,3.6361229244,1,3,2.9848997164,3.0136696645,3.7528957863,3.043583597,3.0898640219,2.9838013052,3.3033790085,3.3033790085,4,4,3,2,4,2.9807498228,3,3.796258302,3.8168717227,3.7374308509,3.7329538455,4,5,2,4,5,3,4,112.75263919
106,4,4,3.7063477973,3.8839380792,3.972647468,4,4,4,4,4,4.1766658367,4,3.7573030212,4,2,4,3.7104092021,1,4.104139486,4,4,4,4.1296324355,4,4,3.7063477973,3.7063477973,4,5,4,4,4,4.0932545934,5,3.8451513642,3.8583463259,3.7706083865,3.8307988704,4,4,5,4,3.8467988798,4,4,107.134204355
107,4.0223116255,3.9186401894,3.5645417446,3.7901524827,3,3.9470074737,3.5256701419,3.809102241,3.9541959019,3.845595527,4,4,3.4671474113,3,1,4,3.6699252631,2,3.7991573398,3.6179531202,3.5873712208,3.8236420203,3.657362392,3.4247986784,3.5137461085,3.5645417446,3.5645417446,4,4,4,4,3,3,5,3.7175562597,3.7745338446,3.6967346851,3.7231968419,4,3.9864249846,4,3.7085806002,3.5527867031,3.4659692153,4,112.75263919
108,3.2989649881,3.2025640306,3.1245508178,2.9154771675,3,3.2582041523,2.9959934101,3.0031303574,3.2106836798,3.0249516358,3,3,3.023623156,4,1,3,2.93426571,3,3.1161425907,3.0770914737,2.991667956,3.5097398479,3.0981446985,2.7711987561,2.863384993,3.1245508178,3.1245508178,3,3,3,3,3,3,3,3.0943917336,3.1648659974,3.0305834893,3.0896709722,3,3.3776231421,3,3.0384538829,3.0527685802,2,4,112.75263919
109,4,3,3.4079076907,3.1666043597,3.5656786172,3,3,3,3,3,3.8025562584,4,3.5001237269,5,3,4,3,1,3.5939504812,3,3,3,3.6068521733,3,3,3.4079076907,3.4079076907,4,4,4,4,3,3.6626479876,4,3,3.1263219082,3,3,4,4,4,3,3.3482869433,4,5,111.729075
110,3.2666283105,3.1479376289,3.382389607,2.9620335328,2.4978942677,3.1939815845,3,2.8155890736,3.1895496024,3.0148610169,3.086428784,2,2.7505257184,4,5,3,3.0982457692,1,2,4,3,4,3.2253031292,4,4,3.382389607,3.382389607,4,4,3,2,4,2.8008973149,3,3.3823374143,3.3271903464,3.2616158885,3.2537003291,4,3.4414452319,2,3.2658011683,3.0748354775,3,4,110.053877551
111,2.987546154,2.8613492644,3.3896950528,2.7451352835,2.8109832386,2.9316235944,2.9703824569,2.5579940322,2.9301509982,2.7798051194,3.2852423968,3,2.8585668323,5,5,2,2.7559781162,1,3,3.2094123332,3.0695944956,3.9269194952,3.2250957788,3.1337746526,2.7540871842,3.3896950528,3.3896950528,5,3,3,3,2,3.0167336782,4,3.1030045094,2.9764343194,2.9376395596,2.9274712529,5,3.2682634508,3,4,2.918648089,3,4,111.182040816
112,5.0170620802,4.9084670498,4.063636846,4.7932051901,4.2454614015,4.902383088,4.2600563039,4.8377140154,4.9305517103,4.8390485286,4.2786891379,5,3.9075285078,4,3,5,5,3,5,4.0725024516,4.108825024,4.2326843277,4.1433316081,4.0222123073,4.2060384332,4.063636846,4.063636846,4,3,3,5,3.8669764406,4.3095207951,5,5,4.7594386667,5,5,3,4.77851112,4,5,4.2745805621,4,5,111.729075
113,4.4638101107,4.4039168729,4.1901640652,4.3840781566,4.6787951801,4.4252865393,5,4.2731469994,4.4597719579,4.3923307268,4.7142498697,5,3,5,5,5,4.3154016028,1,4.5689502649,4,5,5,4.7243804532,5,5,4.1901640652,4.1901640652,5,5,5,5,3,4.7050004942,4,4.381353219,4.3780496843,4.3412727491,4.3571613589,5,4.518687874,5,5,3.787314923,4,5,101.342996845
114,3,4,3.4714472244,3.0763543585,2.9213656194,4,3.3542115271,3,3,3,3.584058267,3,3,5,1,3,3,1,4,3.6341676518,3.5389087822,4.2527290226,3.6541970848,3.3057324122,3.1372005935,3.4714472244,3.4714472244,4,5,3,3,4,3.2628695112,3,4,3.2780985841,3,3,5,4,5,3.680275811,3,4,5,107.480709329
115,4,4.1380872046,3.8461565748,4,3.7983374796,4.1896693783,4,4.0325244622,4.1635386139,4.0445446071,4,4,3,4,3,4,4.0219537376,1,3,4,4,4,4.1084724621,4,4,3.8461565748,3.8461565748,4,4,4,4,4,3.9055354199,4,4.0303853964,4.1336523298,4.0361590462,4.0732725824,4,5,4,4,4,4,4,112.276359223
116,5,4,3.7751698899,3.9953881553,3.7207340856,4,4,4,4,4,4.1477155601,4,4.0984759175,5,1,4,4,1,4,4,4,4,4.0753767599,4,4,3.7751698899,3.7751698899,5,4,4,4,4,3.9607690157,5,4,4.0252329497,4,4,5,5,4,4,4.3215946502,4,5,112.75263919
117,5,5,4.1655918276,5,3,5,5,5,5,5,5,4,5,5,1,3,4.7439425265,1,4.59375,5,5,5,4.0641810897,5,5,4.1655918276,4.1655918276,5,5,5,4,3,4,4,4.8654720173,4.8808122321,4.826314532,4.8012578614,5,5,4,5,5,3,5,112.75263919
118,5,4.5266737716,3.9566210127,5,4.2047400228,4.4693095621,4.0928207343,4.3011420387,4.5365351285,4.4003526077,4,4,4,5,1,4,4.0165564177,1,4.5161036145,4.2794055878,4.2827357925,4.5537882402,4.3246009446,3.9956552409,4.023819429,3.9566210127,3.9566210127,5,5,5,5,5,4.3862119888,5,2,4.196426217,4.1018586048,4.1715967102,5,5,4,4.4986370548,5,5,5,113.202027972
119,4.2486532919,4.1445164183,3.4957973964,3.9205217952,3.3066212644,4.0698457508,3.720077633,3.8381307703,4.1528248248,4.0045182944,3.7982155706,3.8683380457,3.6674085029,4.6098275567,1,3.615965019,3.8159023918,0,4.0510473557,3.6297058214,3.6458960154,4.1794621134,3.70252016,3.5929655971,3.4524902404,3.4957973964,3.4957973964,4.4579109937,4.2485233372,3.8653966045,3.9427192546,3.8688112338,3.5870561507,4.042563631,4.0007031295,3.9917216966,3.9144977017,3.9412370703,4.6178656949,4.2013007439,4.0319745745,3.9854822918,4.1661564963,3.7447279483,4.584686477,110.971514196
120,5,5,4.0024975501,4.6146827322,4,5,4,5,5,5,4,5,5,5,1,5,4.32129749,1,4.6157738701,3,4,5,4.0089113124,4,4,4.0024975501,4.0024975501,5,5,4,5,5,4,5,4.4821112405,4.4746194821,4.4008101008,4.4286097696,5,3,5,5,4,4,5,107.480709329
121,4.1834830186,4.0607163812,3.5817631322,3.9498817998,3.5372418214,4.0183442078,3.6596876196,3.8024158241,4.1001265108,3.9880762702,3.8774664172,3.8129661744,3.4736441906,4.5028224013,3,3.6528211731,3.8502612809,0,4.0338103776,3.5770827608,3.5820393138,4.1104884288,3.6455373686,3.6431506238,3.4345946863,3.5817631322,3.5817631322,4.3640663021,4.2003988263,3.8560027703,3.9509349215,3.7489506774,3.7171317704,4,4.000781188,3.9675201487,3.9308750871,3.9189613029,4.4755038019,4.1395097628,3.9886890617,3.9508493915,3.9313780325,3.6955117667,4.4538891201,105.914146341
122,4,4,3.757707657,3.6684744974,4,4,3,3,4,4,4,5,3.9607051577,5,1,4,3.4402537562,1,4,4,3,3,4.0222598261,3,3,3.757707657,3.757707657,4,4,5,4,4,4,5,3.6333019279,3.6177910515,3.5268847846,3.5926513432,5,4,4,3.9756201315,3.8100477489,3.7707514436,5,110.823339587
123,5,5,4.2321652872,4.7865144874,4.9238282784,5,4.3163505143,5,5,5,4.9735244523,5,5,5,3,5,4.4453268605,1,5,4.4808812903,4.5093501486,4.6045637364,4.5303102381,4.307402702,4.3487864463,4.2321652872,4.2321652872,5,5,5,5,4,4.9454397982,5,4.5280239954,4.5195240371,4.4714029592,4.5024172333,5,5,5,4.7775620826,5,4,5,111.729075
124,3,3.0514169613,3.291883076,2,3.317673417,3.1308779878,3.3260138929,2.8836585844,3.0904005816,2.9673749222,3.5229207778,4,2,4,3,3,2.9910479094,1,3.3905168503,3.8953002249,3.7290387011,3.9751023556,3.9440201987,3.4693541697,3.3568391619,3.291883076,3.291883076,4,4,3,4,3,3.443754383,4,3.1511393456,3.1595827457,3.0694128569,3.1322069564,4,3,3,3.3326416743,1,2,4,120.616363636
125,4,3.994422457,3.7307730311,4,3.3613196943,4.0157723096,2,3.7960413957,4.0124312247,3.8523144955,3,3,4,4,5,4,3.6827700028,1,3.877127709,2,3,4,3.6594426449,3,2,3.7307730311,3.7307730311,5,4,4,4,4,3.5639403208,4,4,3.872295799,3.7674088486,3.8057039802,4,4,4,4,4,4,5,101.342996845
126,4,3.6825683395,3.3764550827,4,3.5915944272,3.6555451324,2,3.4956334815,3.7712089221,3.6855501482,3.7593439483,4,4,4,4,4,3.1317536315,1,3,2,2,2,2.5134291623,2,2,3.3764550827,3.3764550827,5,2,4,5,4,3.5891795968,4,4,3.2255288484,3.2428929867,3.1830265543,5,4,4,3.56,5,3,4,98.7850930851
127,4.5515704864,4,4.0610854142,4.2989848384,4.4012631055,5,4,4.3107372282,4,4,4.5709304476,4,5,5,1,5,4.0560107816,1,5,4,4,4.5020034308,4.3766753253,4,4,4.0610854142,4.0610854142,5,5,4,5,4,4.4955389768,5,4.1869885228,4.1955475437,4.1122237991,4.168648586,5,4,5,5,5,4,4,110.823339587
128,3.7633907408,3.5785368275,3.5235854311,3.5351154023,3.2607896465,3.5993514698,3.1396124634,3.3499585197,3.6546179211,3.5474166647,3.5474259277,4,3.4322188553,4,5,2,3.4003549154,1,3.6283400144,2.9915666339,2.9736175036,3.720530698,3.0172954299,3.1689782027,2.9157720277,3.5235854311,3.5235854311,4,4,4,3,3,3.3669443637,4,3.5977891036,3.5136810972,3.5086006629,3.4519693364,4,3.7751234663,4,4,3.6207060889,2,4,107.134204355
129,5,5,4.1223029205,4.761452828,4.7210004685,5,4.3850689435,5,5,5,4.8863274472,5,5,5,1,4.8120747042,4.429544756,1,4.8224490233,4.5579876618,4.5952916661,4.6464749265,4.6156230611,4.269980798,4.3946686225,4.1223029205,4.1223029205,5,5,5,5,4,4.8290784076,5,4.5224920792,4.5505828602,4.4614482184,4.5322016313,5,5,5,4.7886491427,5,5,5,112.75263919
130,5.407670958,5.2881433603,4.494773717,5.3241538667,5.2435739236,5.3074869905,5,5.3303121393,5.3460496594,5.3190930542,4.9595866606,5,4.2357285094,5,5,5,5.1456864536,3,4.9010238039,5,5,5,4.5650833834,5,5,4.494773717,4.494773717,5,5,5,5,5,5.1167020209,5,4.9599375251,5.0840298584,5.0529860775,5.0331629691,1,5.1421377928,5,4.7441704738,4.4506073005,5,5,98.7850930851
131,4,3.825781975,3.844962051,4,3.900806146,3.8755030635,3.8457997005,3.6515314068,3.8831853119,3.7888289,4.065883625,5,3,5,5,4,3.8199582184,1,4,4.1207635393,4.0183844601,4.3768340921,4.1817478319,3.9853042146,3.7836247905,3.844962051,3.844962051,4,5,4,5,3,3.991944345,4,3.9341602856,3.9224450064,3.8802282571,3.8837443127,4,4,5,3,3.2523584016,3,5,101.342996845
132,4.2436831803,4.1284059395,3.7836109247,4.0222475682,3.9766104409,4.1634119125,4,4.0436263844,4.1710731232,4.0716030133,4.028142138,4,3.7541021542,4,1,4,3.8637209844,1,4,4,3,3,3.7925688872,4,4,3.7836109247,3.7836109247,4,4,4,4,4,4.0096146858,4,3.898608781,3.9530259866,3.8827277261,3.9022596257,3.757877081,4.1942179072,4,3.9033383413,3.7756974607,5,4,107.480709329
133,4,3.9807353139,3.8841511539,4,3.5570224809,3.9669058016,3.5141340064,3.6860876253,4.0402334657,3.9034615368,3.9992172192,4,4,5,4,3,3.6285526474,1,4.0823435045,3.4083607455,3.401114271,4.22018695,3.4250788383,3.5084659317,3.2528764281,3.8841511539,3.8841511539,4,5,3,4,4,3.739898521,4,3.9252943991,3.8066966538,3.7814166786,3.7537452078,5,5,4,4.0456264604,5,4,5,101.342996845
