IDX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
904,23.95,15.56,60.81,23.65,47.69,35.38,25.94,15.06,70.63,27.53,36.36,48.36,30.37,53.88,47.48
905,20.73,26.83,36.74,22.46,28.67,40.07,30.76,42.98,52.76,28.3,36.36,50.34,27.88,26.39,57.33
906,27.33,38.61,46.67,29.21,31.73,56.09,23.76,30.91,42.01,30.85,45.76,51.64,27.34,17.89,69.13
907,21.99,10.01,70.3,25.38,36.96,42.82,23.17,51.92,33.51,28.82,12.96,92.91,24.43,30.4,44.08
908,26.79,39.93,44.76,28.67,29.22,56.79,27.89,30.64,53.27,29.75,33.73,55.99,33.08,43.8,58.05
909,24.63,14.43,66.67,27.4,32.39,50.58,22.77,15.49,56.25,27.27,45.73,43.53,29.34,40.25,50.72
910,26.14,15.72,69.6,28.1,20.98,65.72,27.83,29.96,53.69,24.83,32.54,43.78,28.76,33.8,53.24
911,12.09,16.7,20.85,10.82,19.71,16.76,20.27,37.27,31.3,35.15,50.98,59.4,30.69,26.01,66.9
912,25.81,11.96,81.51,26.9,55.48,39.93,24.39,41.46,38.75,27.7,38.87,47.43,26.78,38.8,45.26
913,24.01,14.21,64.57,25.95,37.14,44.07,25.99,24.75,53.29,31.69,19.65,82.77,27.34,20.28,64.19
914,22.27,26.55,40.94,23.34,24.09,45.94,28.58,12.47,94.11,25.66,16.2,66.3,29.87,37.78,53.49
915,25.36,19.69,58.04,26.06,33.87,46.1,27.2,35.39,48.11,27.21,37.46,46.97,18.48,22.59,33.6
916,26.06,30.92,48.01,26.83,34.38,47.76,11.19,14.09,20.07,28.16,45.17,45.72,28.49,29.96,55.58
917,28.78,49.32,45.58,32.29,27.15,70.69,25.11,14.33,69.11,29.53,22.06,69.08,28.87,40.35,49.53
918,26.87,12.59,84.23,30.8,49.89,49.82,25.1,12.02,77.49,29.49,39.99,51.24,23.19,20.74,49.1
919,25.69,33.28,45.53,23.33,52.3,33.73,28.88,47.35,46.5,26.1,33.17,46.63,29.77,39.37,52.28
920,25.85,20.38,58.64,24.36,13.11,69.61,26.73,37.55,45.77,27.88,45.95,44.8,19.79,30.11,32.79
921,20.32,36.12,31.74,21.63,13.96,55.15,30.42,37.71,54.95,28.8,64.5,41.66,20.05,30.74,33.12
922,22.87,11.23,69.46,23.55,11.52,71.7,28.37,33.55,52.36,28.35,47.78,45.18,26.45,37.07,45.32
923,29.83,39.85,52.16,31.64,39.15,57.21,26.2,37.96,44.28,26.38,29.91,49.64,27.42,20.26,64.52
924,24.98,30.87,45.19,26.25,25.89,52.86,24.09,47.28,36.35,30.55,39.6,54.11,32.22,38.82,58.95
925,24.18,36.26,40.3,22.18,50.96,31.83,28.05,32.21,52.46,34.8,41.49,64,22.82,29.11,40.71
926,24.24,34.05,41.5,23.54,12.96,66.3,25.72,44.31,40.65,29.13,55.85,44.33,32.63,45.44,56.05
927,24.1,15.45,61.68,23.1,10.86,72.27,25.1,48.21,38.17,33.64,38.56,63,26.71,36.58,46.21
928,21.83,47.07,31.95,23.07,49.65,33.79,26.05,35.71,45.05,35.61,46.82,62.7,31.35,31.37,62.68
929,25.43,36.71,43.06,27.37,20.62,63.68,21.95,21.3,44.57,4.12,4.31,8.04,32.04,30.76,65.42
930,18.79,41.06,27.39,22.8,20.67,47.94,23.53,18.51,53.44,27.16,16.31,72.38,30.69,43.37,52.41
931,25.21,28.36,47.62,25.69,38.23,42.96,28.47,44.88,46.53,35.19,49.2,60.37,32.09,44.75,55.09
932,25.15,27.51,48.15,26.66,30.54,49.93,22.54,41.13,34.9,23.85,17.85,55.73,27.52,34.75,49.32
933,20.15,20.91,39.58,20.85,29.4,35.64,20.06,35.97,31.25,32.91,27.85,71.81,24.18,11.89,73.36
934,25.29,25.51,50.36,23.87,44.61,36.64,29.54,15.69,85.13,33.78,40.34,62.08,31.07,34.09,59.38
935,23.83,14.99,61.71,24.28,13.75,67.15,28.48,36.08,50.96,32.24,22.78,77.87,24.45,32.54,42.82
936,22.26,22.36,44.42,23.38,18.81,52.43,29.39,50.18,46.61,29.11,34.67,53.56,25.39,29.88,46.97
937,26.26,24.17,54.79,26.32,38.48,44.32,26.17,26.26,52.24,25.82,31.47,47.01,26.88,36.28,46.8
938,23.89,28.4,43.99,24.45,33.71,42.17,22.16,27.13,40.26,32.07,43.48,55.73,32.2,46.45,54.52
939,23.6,35.17,39.44,25.33,29.84,46.83,22.85,11.2,69.46,29.87,18.21,78.86,26.28,16.49,68.16
940,24.31,39.71,39.19,26.01,21.32,57.74,25.64,43.97,40.59,28.25,49.4,44.41,26.57,38.95,44.69
941,27.93,35.48,49.91,28.33,18.99,70.59,21.78,30.35,37.41,35.89,46.55,63.56,32.94,40.54,59.7
942,28.58,39.93,49.05,30.53,30.74,60.86,26.83,41.84,44.04,27.99,51.23,43.29,27.07,34.91,48.05
943,21.45,25.6,39.42,21.69,27.91,38.54,32.43,31.04,66.3,9.34,15.61,14.94,24.86,15.74,64.13
944,22.95,31.04,39.91,23.96,16.59,58.57,23.33,39.8,37.01,30.48,18.81,79.88,27.88,51.46,42.98
945,25.66,37.08,43.41,27.24,35.6,48.07,26.37,18.54,63.89,22.34,32.53,37.69,29.9,15.21,88.68
946,25.54,31.74,46.09,24.55,42.62,38.7,25.25,34.96,43.48,11.05,13.7,19.98,32.31,47.78,54.15
947,22.48,13.01,61.32,24.19,30.11,43.62,31.93,37.66,59.01,28.56,19.78,69.79,22.06,27.98,39.45
948,19.65,8.48,65.16,22.72,36.18,36.98,7.28,9.65,12.78,30.84,22.35,73.4,24.74,49,37.23
949,24.58,39.84,39.75,26.98,33.39,48.78,27.31,34.24,49.1,27.23,35.97,47.83,33.75,41.12,61.45
950,21.8,31.26,37.01,22.73,29.01,40.54,21.98,32.61,36.79,28.48,41.13,48.19,26.65,30.32,50.08
951,24.94,40.21,40.4,26.38,37.84,44.76,27.28,37.1,47.34,26.78,38.5,45.4,31.4,53.34,49.89
952,25.55,32.48,45.64,26.36,32.43,47.78,23.26,26.42,43.73,10.4,11.7,19.63,22.07,35.98,35.62
953,25.72,50.24,38.89,28.45,45.7,46.16,25.42,41.65,40.93,27.81,38.67,47.8,29.13,39.43,50.64
954,26.06,31.25,47.8,23.84,11.69,72.47,24.3,39.41,39.29,27.21,36.76,47.35,29.52,54.44,45.53
955,25.17,48.35,38.28,28.66,33.7,53.03,10.32,10.92,20.08,28.18,18.72,70.61,12.36,6.79,34.87
956,20.73,30.17,34.96,22.05,31.13,37.66,27.84,23.88,60.3,26.95,57.28,39.63,26.79,29.07,51.47
957,25.32,32.65,44.96,26.61,30.64,49.71,25.85,21.2,57.38,27.24,29.43,52.45,27.24,35.12,48.36
958,20.11,20.5,39.84,20.16,30.07,33.68,27.95,30.99,53.17,26.79,45.74,42.48,28.86,31.01,55.72
959,8.97,14.9,14.37,7.5,15.39,11.15,10.21,13.27,18.06,35.57,49.28,61.25,26.65,32.95,48.2
960,20.44,17.38,44.49,21.61,26.15,39.47,8.92,9.73,17.1,35.43,39.91,66.89,10.98,16.2,18.42
961,17.24,39.76,24.71,20.81,26.58,37.1,28.48,28.53,56.91,32.51,17.48,92.98,32.78,28.41,70.6
962,20.01,26.41,35.17,18.87,9.6,55.93,28.06,37.2,49.22,19.91,8.95,64.19,28.13,25.72,58.91
963,22.79,10.95,70.26,25.84,34.66,45.1,26.1,39.74,43.24,28,49.04,43.99,30.79,40.32,54.31
964,24.31,32.73,42.38,25.71,19.93,58.87,10.5,10.76,20.73,28.32,40.74,48.02,25.04,10.75,83.37
965,23.5,14.01,62.92,25.38,31.07,46.12,26.78,36.91,46.22,28.3,37.76,49.51,26.88,17.14,69.04
966,28.58,34.97,51.94,29.5,35.68,53.89,27.31,38.38,46.74,31.61,47.25,52.75,25.55,24.1,52.64
967,23.53,32.96,40.33,21.39,49.39,30.66,22.5,31.88,38.38,9.6,6.55,23.65,31.99,22,78.52
968,12.07,21.3,18.9,11.41,20.16,17.88,26.79,32.84,48.64,24.59,34.26,42.24,26.48,34.15,47.01
969,24.03,38.34,39.09,26.14,36.06,45.09,32.81,44.44,57.04,32,38.52,58.57,31.33,42.7,54.33
970,24.93,18.71,58.15,26.45,31.44,48.71,23.21,31.16,40.5,24.61,39.48,39.94,23.71,10.78,75.88
971,20.24,27.77,34.99,20.41,28.79,34.88,9.95,20.16,14.85,28.83,41.21,49,30.11,37.85,54.07
972,28.59,43.57,47.34,30.95,38.87,55.58,29.28,32.28,55.83,7.91,10.47,13.89,30.38,40.79,52.99
973,22.44,43.2,34.09,25.23,33.47,44.24,33.81,29.06,73.13,27.55,48.78,43.11,28.75,42.26,48.32
974,11.91,19.83,19.06,11.82,12.57,22.93,23.11,29.12,41.46,30.96,51.03,49.74,26.97,33.84,48.47
975,21.18,23.3,40.43,20.06,10.61,57.98,24.72,15.64,63.78,26.44,13.35,78.8,25.95,34.63,45.39
976,21.04,11.2,60.56,23.31,30.13,41.35,29.31,43.34,49.13,26.11,34.14,46.07,22.42,51.86,32.12
977,26.02,27.5,50.64,26.18,19.88,60.66,26.22,39.45,43.65,7.55,6.19,16.75,28.67,28.99,57.02
978,25.02,29.73,46.08,25.4,36.15,43.24,23.9,34.78,40.32,32.06,34.74,61.63,25.93,36.9,44.14
979,24.1,35.15,40.63,24.97,16.44,62.89,27.7,30.3,53.03,27.62,15.16,77.94,27.24,22.74,59.86
980,24.6,42.34,38.88,26.26,40.15,43.43,11.27,12.79,21.2,22.49,12.27,63.71,29.23,40.54,50.3
981,26.32,40.51,43.42,28.44,35.34,51.33,11.3,14.41,20.16,25.91,12.33,80.39,29.58,42.64,50.09
982,27.36,28.23,53.87,27.92,40.98,46.93,28.05,39.32,48.06,25.9,21.69,56.81,22.62,24.75,43.31
983,25.07,15.97,64.42,25.27,16.55,63.86,26.3,37.52,44.75,27.51,21,63.55,25.42,13.67,72.7
984,25.25,27.16,48.72,25.13,15.55,65.72,11.1,14.18,19.79,29.25,44.99,48.27,30.46,50.4,48.87
985,27.49,24.15,58.79,26.04,13.54,76.09,26.84,32.28,49.15,25.1,45.39,38.98,25.93,53.57,38.49
986,20.02,11.03,56.35,20.92,37.84,32.48,28.43,33.97,52.23,26.85,42.34,43.89,30.35,41.72,52.44
987,22.56,27.12,41.34,23.51,29.92,41.97,25.54,34.45,44.48,23.76,23.24,48.05,26.79,37.15,46.1
988,27.84,35.68,49.57,29.21,22.31,67.45,22.63,40.66,35.23,25.08,42.76,39.79,28.95,31.73,55.36
989,28.14,38.81,48.55,29.49,37.56,52.63,27.32,32,50.65,29.25,29.89,57.86,28.11,32.48,52.44
990,26.02,38.33,43.69,27.41,18.47,68.08,23.49,31.09,41.23,27.68,13.42,84.81,31.11,40.85,54.8
991,25.66,34.9,44.52,27.56,27.73,54.96,24.65,28.66,45.84,33.07,39.38,60.84,24.87,48.43,37.64
992,29.25,34.74,53.87,29.95,38.68,53.14,25.71,30.9,47.1,28.21,23.26,62.4,25.43,43.97,40.15
993,22.51,26.71,41.47,23.12,29.31,41.37,21.16,12.08,58.23,10.79,11.58,20.84,26.13,54.97,38.55
994,28.39,28.06,57.12,28.63,39.64,49.3,23.57,29.5,42.4,27.98,51.15,43.28,24.8,30.92,44.69
995,21.79,32.59,36.35,21.27,39.12,32.84,26.18,39.27,43.63,33.03,19.84,88,18.48,26.73,31.26
996,25.51,26.8,49.79,25.07,35.47,42.78,25.78,44.49,40.72,32.46,39.39,59.2,29.82,23.74,67.28
997,25.3,28.34,47.88,25.06,15.1,66.67,24.24,30.11,43.74,31.32,39.88,55.93,28.16,39.59,48.2
998,21.55,22.04,42.63,21.67,33.02,35.89,31.12,37.08,57.25,25.64,41.74,41.38,31.19,18.87,82.77
999,25.35,37.59,42.46,26.58,35.03,46.75,10.53,16.71,17.16,35.19,37.88,67.88,28.22,20.13,67.8
1000,28.94,37.77,51.1,28.51,51.83,44.19,26.63,18.89,64.16,26.6,13.24,80.05,30.97,42.07,53.77
1001,25.26,20.71,56.05,26.3,21.15,59.01,7.79,10.5,13.57,31.75,33.88,61.5,29.72,42.08,50.71
1002,25.32,31.19,45.88,26.26,32.08,47.77,27.13,26.8,54.58,29.78,35.35,54.87,30.06,54.86,46.53
1003,10,18.1,15.53,9.92,13.51,17.2,29.02,39.57,50.29,31.52,32.74,61.85,31.48,55.66,49.28
1004,23.7,36.72,38.99,25.56,35.59,43.93,25.67,35.57,44.2,27.01,36.46,47.02,29.23,38.18,51.61
1005,23.5,28.03,43.19,23.5,33.97,39.76,10.1,13.84,17.46,24.95,35.14,42.65,16.45,9.24,45.74
1006,22.09,26.04,40.83,21.95,34.3,35.99,29.26,29.98,57.8,31.68,42.16,55.5,30.86,38.15,55.82
1007,20.77,25.31,37.81,21.35,20.09,44.05,27.48,40.6,46.08,29.94,60.31,44.8,26.84,35.81,46.95
1008,25.22,37.17,42.34,26.62,34.49,47.16,29.23,13.94,90.55,34.76,44.9,61.67,31.93,32.98,62.85
1009,24.77,36.48,41.59,26.93,33.69,48.46,20.72,30.18,34.94,26.75,56.89,39.32,30.06,51.26,47.68
1010,28.17,34.83,50.96,29.63,35.18,54.59,27.66,34.19,50.03,35.61,31.25,76.17,26.99,32.41,49.47
1011,25.54,32.46,45.62,22.81,51.45,32.92,8.96,11.75,15.8,10.38,7.81,24.17,26.17,36.66,44.86
1012,20.4,28.94,34.79,19.76,35.5,30.77,28.45,39.98,48.69,35.19,29.32,77.41,27.82,35,49.95
1013,22.98,14.88,58.48,23.63,40.99,37.25,30.86,39.72,54.85,25.12,11.56,79.69,28.42,33.5,52.53
1014,21.58,9.74,69.4,26.16,22.75,56.22,28.59,38.29,49.95,24.18,30.1,43.6,32.06,40.59,57.38
1015,12.9,11.42,27.48,11.01,19.49,17.24,24.76,36.02,41.79,25.62,36.38,43.67,30,44.64,50.16
1016,24.88,32.09,44.18,25.89,32.08,46.79,20.71,29.94,35.03,28.68,40.73,48.87,33.65,40.01,61.95
1017,24.54,38.41,40.21,26.48,34.12,47.03,20.4,12.45,53.82,29.03,33.18,54.44,27.22,34.1,48.95
1018,25.07,35.18,42.94,25.81,37.26,43.68,26.55,34.46,47.02,21.34,12.76,57.01,27.49,37.2,47.79
1019,28.93,43.3,48.27,31.8,31.01,64.43,25.61,41.11,41.56,10.01,12.57,17.98,9.09,12.34,15.78
1020,22,30.55,37.84,22.99,31.21,39.92,27.39,36.62,47.87,27.23,28.41,53.32,25.6,14.53,70.68
1021,24.86,30.3,45.26,25.91,31.97,46.92,25.32,40.55,41.12,30.6,55.94,47.34,30.48,47.12,50.2
1022,24.15,37.75,39.6,23.45,10.79,74.39,31.42,33.78,60.64,25.23,37.69,42.12,28.67,61.95,41.94
1023,22.16,41.9,33.88,25.53,30.43,46.96,20.74,34.47,33.22,29.99,24.28,67.04,30.03,46.1,49.6
1024,19.85,15.87,44.67,19.16,38.57,28.67,24.01,33.1,41.43,26.69,37.5,45.68,27.53,36.27,48.44
1025,25.8,26.07,51.32,25.63,36.92,43.41,26.19,26.34,52.25,28.01,34.77,50.57,28.9,17.12,77.67
1026,20.7,20.56,41.53,20.28,30.23,33.87,24.91,13.64,70.39,27.21,32.69,49.86,29.58,18.26,77.49
1027,21.39,45.85,31.36,23.76,14.1,63.81,27.02,33.15,49.04,28.87,41.19,49.1,23.49,34.64,39.42
1028,25.2,15.54,66.04,26.8,19.01,64.59,27.56,32.87,50.68,27.25,36.44,47.63,32.38,39.8,58.73
1029,24.5,39.65,39.63,26.38,20.83,59.79,26.53,37.38,45.36,28.55,38.55,49.68,33.2,32.4,67.24
1030,26.64,14.63,75.15,30.2,30.8,59.8,24.96,34.32,43.12,23.33,41.34,36.51,27.41,40.04,46.18
1031,23.32,12.75,65.99,26.56,21.32,59.63,26.39,37.78,44.83,35.1,45.2,62.37,27.53,34.52,49.48
1032,8.61,11.27,15.18,8.14,12.28,13.55,31.02,37.58,56.63,31.3,64.18,46.56,20.65,29.93,34.91
1033,23.71,40.92,37.44,25.67,35.84,44.05,25.14,46.05,38.87,30.39,16.33,86.95,25.41,35.18,43.77
1034,26.11,37.59,44.25,23.43,10.09,77.84,32.98,25.1,76.32,30.24,43.57,51.23,33.67,39.63,62.26
1035,22.88,39.27,36.21,24.64,38.07,40.6,30.91,39.57,55.07,26.57,37.13,45.58,28,36.05,49.75
1036,22.56,11.91,65.31,21.75,9.56,71.23,30.83,24.94,68.95,29.31,22.37,67.71,34.41,40.38,63.73
1037,19.44,38.05,29.37,22.49,29.37,39.72,27.38,36.24,48.08,23.23,12.61,66.02,30.13,52.08,47.56
1038,25.12,31.91,44.91,24.9,40.9,40.05,11.79,16.75,20.1,34.29,49.42,58.08,24.17,42.58,37.88
1039,29.83,34.3,55.79,31.66,33.8,61.3,30.7,36.64,56.42,26.83,32.54,48.95,32.87,32.25,66.37
1040,29.46,37.65,52.52,30.22,43.55,51.2,27.66,33.18,50.72,31.44,19.18,82.98,27.41,32.07,50.84
1041,28.51,17.44,75.13,26.84,61.04,38.64,26.32,18.18,64.41,27.89,46.59,44.59,28.22,39.3,48.48
1042,24.28,24.98,47.87,24.87,33.53,43.32,27.4,48.02,43.03,27.78,12.37,90.18,28.55,36.51,50.88
1043,25.24,17.73,61.16,26.06,18.89,62.02,5.55,8.26,9.28,28.64,33.95,52.81,31.17,37.09,57.37
1044,30.75,33.54,58.95,31.7,41,56.21,28.91,40.59,49.5,31.27,40.39,55.48,11.43,25.44,16.56
1045,24.74,36.5,41.5,26.43,27.24,52.09,21.14,29.39,36.35,33.37,32.1,68.06,30.43,42.04,52.44
1046,12,14.29,22.07,10.78,21.74,16.12,26.57,18.86,64.01,31.71,44.96,54.09,25.05,57.51,35.95
1047,25.11,29.96,46.16,22.21,9.76,72.76,26.59,39.28,44.59,31.78,32.77,62.59,29.95,35.6,55.13
1048,24.8,28.39,46.47,23.6,43.24,36.49,26.5,18.35,64.76,9.29,4.94,26.75,34.12,43.36,60.96
1049,24.41,34.37,41.75,25.49,32.78,45.3,5.12,5.19,10.16,29.36,44.01,48.94,29.25,38.14,51.69
1050,28.81,30.03,56.45,29.07,35.81,52.68,9.55,12.24,17.01,9.48,18.72,14.28,25.98,36.93,44.26
1051,25.67,30.69,47.14,24.41,44.68,37.74,20.56,47.25,29.51,28.96,42.17,48.85,26.73,37.63,45.72
1052,8.97,9.45,17.48,7.83,10.95,13.42,28.41,19.15,70.56,27.36,32.59,50.32,29.08,40.18,50.13
1053,23.85,41.2,37.66,25.56,37.78,42.85,33.4,34.77,65.48,28.46,19.57,69.84,24.94,46.34,38.36
1054,25.39,27.86,48.53,24.39,44.46,37.78,32.9,44.18,57.39,27.57,33.14,50.52,33.58,29.7,71.55
1055,28.5,42.25,47.72,30.08,39.16,53.19,23.62,38.08,38.26,35.55,41.74,65.83,27.45,29.01,53.43
1056,26.1,27.69,50.7,25,42.78,39.61,26.79,35.76,46.86,32.11,43.1,56.03,30.72,29.12,63.12
1057,24.17,42.15,38.03,27.13,33.45,49.13,9.94,12.14,18.09,31.01,40.57,54.7,32.02,40.69,57.22
1058,25.76,37.38,43.51,28.23,30.85,54.06,27.43,46.41,43.64,29.47,31.02,57.47,9.4,16.78,14.66
1059,25.4,19.09,59.2,25.67,37.45,43.27,27.25,36.87,47.4,25.97,32.23,46.91,26.44,36.56,45.56
1060,20.51,16.65,45.76,21.46,26.58,38.79,22.23,40.56,34.41,31.03,22.47,73.9,20.81,35.19,33.13
1061,28.41,44.65,46.48,29.75,42.48,50.57,26.16,44.47,41.55,30.2,39.62,53.23,24.72,48.57,37.31
1062,22.73,25.78,42.77,23.69,24.6,46.5,24.7,46.69,37.77,34.27,49.04,58.21,27.65,32.83,50.95
1063,27.91,26.62,57.18,28.69,37.36,50.73,31.87,37.4,59.04,28.78,39.23,49.89,29.03,43.32,48.48
1064,28.32,30.83,54.32,28.94,41.62,49.07,22.11,10.32,69.46,31.57,21.13,78.73,26.58,34.19,47.24
1065,27.74,35.45,49.45,27.12,43.46,44.05,26.98,22.04,60.01,32.63,38.53,60.27,29.93,25.75,64.72
1066,21.45,14.45,53.27,22.8,26.75,42.25,26.98,35.48,47.5,28.94,46.13,47.1,31.62,20.37,80.68
1067,24.32,28.91,44.79,25.13,33.1,44.2,26.97,33.11,48.93,27.02,40.8,44.91,29.26,19.98,72.09
1068,23.2,39.29,36.9,24.85,30.61,45.01,26.65,36.15,46.29,30.03,27.65,62.64,22.38,25.58,41.97
1069,30.53,45.43,51.04,32.05,41.51,56.79,21.89,38.5,34.34,27.54,38.11,47.44,28.38,37.74,49.73
1070,30.34,42.41,52.04,31.68,44.1,54.44,25.77,29.59,48.21,28.52,42.23,47.78,25.54,43.71,40.47
1071,24.05,25.05,47.14,24.36,36.11,40.8,22.86,22.01,46.61,32.85,45.55,56.54,17.83,27.51,29.39
1072,26.8,40.1,44.72,25.45,11.91,79.8,10.37,10.92,20.22,30.71,38.32,55.31,24.19,29.92,43.76
1073,25.17,29.87,46.39,26.27,31.92,47.88,23.64,10.77,75.56,30.35,28.93,62.17,18.54,32.74,29.04
1074,23.12,29.16,41.44,23.99,21.22,51.1,20.92,28.57,36.24,28.59,36.17,51.18,23.32,32.27,40.18
1075,27.51,39.18,46.83,28.13,19.29,69.15,30.01,42.67,51.11,27.37,29.24,52.99,29.11,16.59,80.19
1076,25.16,32.75,44.49,26.7,24.68,55.58,28.47,33,53.04,35.04,48.17,60.52,32.27,46.72,54.56
1077,23.89,39.46,38.35,25.2,34.41,43.66,31.76,53,50.8,34.83,36.74,67.84,24.8,18.61,57.86
1078,28.13,33.16,52,29.08,27.5,59.82,25.86,49.75,39.3,33.23,28.66,71.75,27.45,41.97,45.41
1079,24.62,27.56,46.6,25.24,34.57,43.67,28.02,44.75,45.55,29.57,35.01,54.56,29.43,38.09,52.17
1080,25.36,34.19,44.17,26.62,34.6,47.1,22.61,40.7,35.17,31.52,40.51,56.04,31.71,39.34,57.28
1081,29.31,40.16,50.7,29.55,45.82,48.61,29.5,38.51,52.09,36.04,36.58,71.54,31.41,32.71,61.57
1082,25.18,19.22,58.17,26.98,25.75,55.23,24,27,45.35,26.91,38.08,45.92,26.91,19.98,63.15
1083,26.92,46.61,42.46,29.83,29.01,60.51,31.62,39.9,56.68,28.72,41.84,48.44,31.67,29.99,65.11
1084,28.01,31.24,53.14,28.01,44.03,45.83,30.65,57.22,47.06,33.74,41.7,61.03,27.69,30.33,52.98
1085,21.33,41.19,32.38,24.55,28.85,45.44,24.76,39.12,40.44,32.49,45.66,55.62,26.48,18.72,63.94
1086,27.95,32.1,52.3,28.68,30.34,55.8,25.83,29.48,48.47,30.21,44.93,50.51,33.84,37.73,64.19
1087,25.29,28.86,47.46,26.41,31.19,48.76,30.77,39.95,54.47,30.54,46.39,50.63,19.01,34.68,29.43
1088,23.7,27,44.52,24.41,33.47,42.2,23.89,17.56,56.38,33.82,35.42,66.12,25.62,26.84,50.08
1089,26.36,35.75,45.8,26.93,39.92,45.09,27.84,27.25,56.27,25.46,37.28,42.86,24.95,40.07,40.49
1090,19.63,41.12,28.99,23.04,28.7,41.54,24.68,29.07,45.65,31.97,44.54,54.93,31.05,42.97,53.48
1091,30.52,25.09,67.66,31.79,38.65,57.93,27.82,42.52,46.03,27.51,24.75,58.08,22.43,39.96,35.01
1092,28.18,14.87,81.57,32.2,40.09,58.05,33.36,26.57,75.24,26.78,36.49,46.43,32.41,47.53,54.51
1093,19.52,24.65,34.97,19.43,12.14,50.54,27.25,39.93,45.85,32.79,33.76,64.64,30.89,56.05,47.91
1094,26.14,37.15,44.53,27.6,38.58,47.34,26.27,44.49,41.78,35.23,51.42,59.36,27.9,34.36,50.55
1095,27.56,45.65,44.21,27.39,13.89,81.41,25.39,28.05,48.36,28.85,43.18,48.13,27.57,18.48,68.69
1096,25.49,34.38,44.38,25.53,35.23,44.02,27.53,34.16,49.72,29.42,42.93,49.58,25.85,55.61,37.86
1097,24.94,33.54,43.48,25.68,39.44,42.39,28.92,17.81,75.87,32.19,40.48,57.79,28.06,33.16,51.79
1098,24.69,30.03,44.99,25.65,35.1,44.4,29.56,36.09,53.78,27.4,48.43,42.9,29.73,34,55.72
1099,24.64,26.92,47.18,25.24,19.69,57.59,27.06,42.19,44.42,30.79,42.6,53.05,27.4,33.99,49.48
1100,25.44,35.58,43.62,24.15,13.13,68.59,27.68,32.75,51.06,24.68,32.79,43.26,32.39,46.81,54.8
1101,29.98,37.56,53.92,31.38,37.01,57.99,24.48,14.05,67.13,34.62,30.6,73.81,28.77,22.99,64.77
1102,20.24,45.17,29.3,24.83,25.97,48.57,26.6,36.24,46.12,32.05,51.63,51.95,27.7,31.81,51.82
1103,18.96,41.04,27.72,21.58,12.66,58.39,21.74,24.26,41.22,23.74,32.03,41.32,25.65,42.2,41.24
1104,22.67,33.59,37.98,22.18,11.29,65.75,22.9,40.29,35.92,30.75,14.81,94.61,25.49,32.54,45.46
1105,26.83,25.47,55.09,26.33,16.54,68.24,25.52,32.39,45.62,28.91,38.16,50.8,27.51,17.61,70.48
1106,29.51,37.51,52.73,30.08,44.07,50.61,26.63,38.39,45.11,23.11,34.81,38.45,27.66,28.78,54.24
1107,25.37,32.75,45.04,26.03,20.35,59.33,9.06,11.28,16.34,25.44,44.91,39.85,21.94,23.21,42.68
1108,25.76,14.53,71.42,27.85,40.22,47.13,24.31,27.46,45.82,27.21,34.57,48.62,27.81,40.41,46.94
1109,26.92,37.01,46.51,27.6,40.45,46.43,9.67,14.32,16.19,28.03,37.01,49.27,32.2,47.63,53.97
1110,19.84,13.34,49.36,20.66,26.95,36.51,29.81,43.05,50.45,35.02,35.43,69.63,18.87,11.7,49.31
1111,25.72,38.47,42.92,27.04,38.08,46.25,21.17,28.82,36.72,24.67,40.97,39.52,29.44,36.64,53.08
1112,27.87,50.81,43.15,31.38,38.38,57.03,32.11,34.99,61.57,33.42,45.75,57.83,32.23,40.11,58.13
1113,27.27,31.58,50.81,28.4,24.36,61.51,27.56,38.23,47.42,31.48,40.01,56.24,31.3,18.51,84.23
1114,22.77,34.28,37.89,24.91,25.43,49.31,29.56,42.6,50.07,28.43,48.29,45.16,23.78,31.34,41.81
1115,30.45,36.87,55.58,28.52,58.17,42.51,32.44,30.32,67.15,24.52,53.1,35.85,27.4,32.86,50.23
1116,25,34.16,43.3,26.07,35.81,45.05,21.55,36.24,34.35,30.74,15.4,92.1,28.86,34.41,53.06
1117,30.76,38.29,55.48,31.82,37.42,58.88,27.42,33.14,50.12,23.97,43.61,37.15,24.55,13.67,68.62
1118,20.99,30.75,35.33,21.63,32.25,36.13,26.77,32.48,48.82,34.8,46.52,60.84,23.98,34.1,40.84
1119,29.39,44.69,48.71,31.85,40.01,57.21,27.19,38.16,46.56,29.48,30.01,58.42,25.94,37.79,43.76
1120,24.1,33.85,41.25,25.5,31.12,46.4,28.35,34.92,51.37,26.85,38.25,45.69,24.34,35.64,40.96
1121,26.54,37.81,45.17,26.44,45.54,41.78,24.79,33.21,43.31,30.7,16.13,89.15,13.12,30.06,18.86
1122,30.92,32.48,60.34,32.45,31.66,65.69,28.32,52.12,43.71,22.77,15.57,56.07,26.9,23.69,57.46
1123,22.15,32.87,37.09,23.83,24.14,47.36,28.54,18.36,72.92,28.19,41.71,47.23,27.03,40.23,45.18
1124,30.81,38.45,55.51,31.67,42.93,55.03,24.57,35.78,41.44,34.49,34.09,69.4,27.4,32.16,50.73
1125,24.36,45.02,37.53,26.76,35.35,47.02,21.43,26.35,38.86,34.47,45.28,60.72,30.11,37.61,54.21
1126,23.16,26.47,43.43,22.11,40.9,34.07,28.01,33.61,51.35,26.48,44.48,42.24,27.05,22.72,59.27
1127,21.96,37.06,34.97,22.49,38.33,35.69,24.29,13.45,68.17,33.49,40.07,61.48,26.13,37.88,44.16
